"AwardCategory","AwardWinner","PrimaryTitle","PrimaryID","SecondaryName.list","AwardCeremony","SecondaryID","SecondaryName","AwardCategory.y"
"Best Picture",NA,"The Front Page","title/tt0021890","","04-1931",NA,NA,NA
"Best Picture",NA,"Trader Horn","title/tt0022495","","04-1931",NA,NA,NA
"Best Sound, Recording","Winner","Paramount Publix Corporation","company/co0025751","","04-1931",NA,NA,NA
"Best Sound, Recording",NA,"Metro-Goldwyn-Mayer (MGM)","company/co0007143","","04-1931",NA,NA,NA
"Best Sound, Recording",NA,"RKO Radio Pictures","company/co0041421","","04-1931",NA,NA,NA
"Best Sound, Recording",NA,"Samuel Goldwyn Sound Department","company/co0007899","","04-1931",NA,NA,NA
"Best Writing, Adaptation","Winner","Cimarron","title/tt0021746","Howard Estabrook","04-1931","name/nm0261455","Howard Estabrook","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"Holiday","title/tt0020985","Horace Jackson","04-1931","name/nm0413590","Horace Jackson","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"Little Caesar","title/tt0021079","Francis Edward Faragoh, Robert N. Lee","04-1931","name/nm0267020","Francis Edward Faragoh","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"Little Caesar","title/tt0021079","Francis Edward Faragoh, Robert N. Lee","04-1931","name/nm0498133","Robert N. Lee","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"Skippy","title/tt0022397","Joseph L. Mankiewicz, Sam Mintz","04-1931","name/nm0000581","Joseph L. Mankiewicz","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"Skippy","title/tt0022397","Joseph L. Mankiewicz, Sam Mintz","04-1931","name/nm0591791","Sam Mintz","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"The Criminal Code","title/tt0021770","Seton I. Miller, Fred Niblo Jr.","04-1931","name/nm0589316","Seton I. Miller","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"The Criminal Code","title/tt0021770","Seton I. Miller, Fred Niblo Jr.","04-1931","name/nm0629240","Fred Niblo Jr.","Best Writing, Adaptation"
"Best Writing, Original Story","Winner","The Dawn Patrol","title/tt0020815","John Monk Saunders","04-1931","name/nm0766850","John Monk Saunders","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Laughter","title/tt0021053","Harry d'Abbadie d'Arrast, Douglas Z. Doty, Donald Ogden Stewart","04-1931","name/nm0195496","Harry d'Abbadie d'Arrast","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Laughter","title/tt0021053","Harry d'Abbadie d'Arrast, Douglas Z. Doty, Donald Ogden Stewart","04-1931","name/nm0234608","Douglas Z. Doty","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Laughter","title/tt0021053","Harry d'Abbadie d'Arrast, Douglas Z. Doty, Donald Ogden Stewart","04-1931","name/nm0829330","Donald Ogden Stewart","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Smart Money","title/tt0022403","Lucien Hubbard, Joseph Jackson","04-1931","name/nm0399203","Lucien Hubbard","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Smart Money","title/tt0022403","Lucien Hubbard, Joseph Jackson","04-1931","name/nm0413711","Joseph Jackson","Best Writing, Original Story"
"Best Writing, Original Story",NA,"The Doorway to Hell","title/tt0020836","Rowland Brown","04-1931","name/nm0114602","Rowland Brown","Best Writing, Original Story"
"Best Writing, Original Story",NA,"The Public Enemy","title/tt0022286","John Bright, Kubec Glasmon","04-1931","name/nm0109148","John Bright","Best Writing, Original Story"
"Best Writing, Original Story",NA,"The Public Enemy","title/tt0022286","John Bright, Kubec Glasmon","04-1931","name/nm0321891","Kubec Glasmon","Best Writing, Original Story"
"Best Actor in a Leading Role","Winner","Fredric March","name/nm0545298","Dr. Jekyll and Mr. Hyde","05-1932","title/tt0022835","Dr. Jekyll and Mr. Hyde","Best Actor in a Leading Role"
"Best Actor in a Leading Role","Winner","Wallace Beery","name/nm0000891","The Champ","05-1932","title/tt0021730","The Champ","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Alfred Lunt","name/nm0526795","The Guardsman","05-1932","title/tt0021931","The Guardsman","Best Actor in a Leading Role"
"Best Actress in a Leading Role","Winner","Helen Hayes","name/nm0371040","The Sin of Madelon Claudet","05-1932","title/tt0022386","The Sin of Madelon Claudet","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Lynn Fontanne","name/nm0285007","The Guardsman","05-1932","title/tt0021931","The Guardsman","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Marie Dressler","name/nm0237597","Emma","05-1932","title/tt0022854","Emma","Best Actress in a Leading Role"
"Best Art Direction","Winner","Transatlantic","title/tt0022500","Gordon Wiles","05-1932","name/nm0928781","Gordon Wiles","Best Art Direction"
"Best Art Direction",NA,"Arrowsmith","title/tt0021622","Richard Day","05-1932","name/nm0206554","Richard Day","Best Art Direction"
"Best Art Direction",NA,"Ã nous la libertÃ©","title/tt0022599","Lazare Meerson","05-1932","name/nm0576226","Lazare Meerson","Best Art Direction"
"Best Cinematography","Winner","Shanghai Express","title/tt0023458","Lee Garmes","05-1932","name/nm0005716","Lee Garmes","Best Cinematography"
"Best Cinematography",NA,"Arrowsmith","title/tt0021622","Ray June","05-1932","name/nm0432482","Ray June","Best Cinematography"
"Best Cinematography",NA,"Dr. Jekyll and Mr. Hyde","title/tt0022835","Karl Struss","05-1932","name/nm0835365","Karl Struss","Best Cinematography"
"Best Director","Winner","Frank Borzage","name/nm0097648","Bad Girl","05-1932","title/tt0021635","Bad Girl","Best Director"
"Best Director",NA,"Josef von Sternberg","name/nm0903049","Shanghai Express","05-1932","title/tt0023458","Shanghai Express","Best Director"
"Best Director",NA,"King Vidor","name/nm0896542","The Champ","05-1932","title/tt0021730","The Champ","Best Director"
"Best Picture","Winner","Grand Hotel","title/tt0022958","","05-1932",NA,NA,NA
"Best Picture",NA,"Arrowsmith","title/tt0021622","","05-1932",NA,NA,NA
"Best Picture",NA,"Bad Girl","title/tt0021635","","05-1932",NA,NA,NA
"Best Picture",NA,"Five Star Final","title/tt0021873","","05-1932",NA,NA,NA
"Best Picture",NA,"One Hour with You","title/tt0023303","","05-1932",NA,NA,NA
"Best Picture",NA,"Shanghai Express","title/tt0023458","","05-1932",NA,NA,NA
"Best Picture",NA,"The Champ","title/tt0021730","","05-1932",NA,NA,NA
"Best Picture",NA,"The Smiling Lieutenant","title/tt0022074","","05-1932",NA,NA,NA
"Best Short Subject, Cartoons","Winner","Flowers and Trees","title/tt0022899","Walt Disney","05-1932","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons","Winner","Flowers and Trees","title/tt0022899","Walt Disney","05-1932","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"It's Got Me Again!","title/tt0023067","Leon Schlesinger","05-1932","name/nm0772266","Leon Schlesinger","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"Mickey's Orphans","title/tt0022147","Walt Disney","05-1932","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"Mickey's Orphans","title/tt0022147","Walt Disney","05-1932","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Comedy","Winner","The Music Box","title/tt0023251","Hal Roach","05-1932","name/nm0730018","Hal Roach","Best Short Subject, Comedy"
"Best Short Subject, Comedy",NA,"Scratch-As-Catch-Can","title/tt0276472","","05-1932",NA,NA,NA
"Best Short Subject, Comedy",NA,"Stout Hearts and Willing Hands","title/tt0023517","","05-1932",NA,NA,NA
"Best Short Subject, Comedy",NA,"The Loud Mouth","title/tt0023152","Mack Sennett","05-1932","name/nm0784407","Mack Sennett","Best Short Subject, Comedy"
"Best Short Subject, Novelty","Winner","Wrestling Swordfish","title/tt0023711","Mack Sennett","05-1932","name/nm0784407","Mack Sennett","Best Short Subject, Novelty"
"Best Short Subject, Novelty",NA,"Screen Souvenirs","title/tt0023441","","05-1932",NA,NA,NA
"Best Short Subject, Novelty",NA,"Swing High","title/tt0152771","","05-1932",NA,NA,NA
"Best Sound, Recording","Winner","Paramount Publix Corporation","company/co0025751","","05-1932",NA,NA,NA
"Best Sound, Recording",NA,"Metro-Goldwyn-Mayer (MGM)","company/co0007143","","05-1932",NA,NA,NA
"Best Sound, Recording",NA,"RKO Radio Pictures","company/co0041421","","05-1932",NA,NA,NA
"Best Sound, Recording",NA,"Warner Bros.-First National Pictures","company/co0152143","","05-1932",NA,NA,NA
"Best Writing, Adaptation","Winner","Bad Girl","title/tt0021635","Edwin J. Burke","05-1932","name/nm0121667","Edwin J. Burke","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"Arrowsmith","title/tt0021622","Sidney Howard","05-1932","name/nm0397608","Sidney Howard","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"Dr. Jekyll and Mr. Hyde","title/tt0022835","Percy Heath, Samuel Hoffenstein","05-1932","name/nm0372698","Percy Heath","Best Writing, Adaptation"
"Best Writing, Adaptation",NA,"Dr. Jekyll and Mr. Hyde","title/tt0022835","Percy Heath, Samuel Hoffenstein","05-1932","name/nm0388755","Samuel Hoffenstein","Best Writing, Adaptation"
"Best Writing, Original Story","Winner","The Champ","title/tt0021730","Frances Marion","05-1932","name/nm0547966","Frances Marion","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Lady and Gent","title/tt0023109","Grover Jones, William Slavens McNutt","05-1932","name/nm0428177","Grover Jones","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Lady and Gent","title/tt0023109","Grover Jones, William Slavens McNutt","05-1932","name/nm0574112","William Slavens McNutt","Best Writing, Original Story"
"Best Writing, Original Story",NA,"The Star Witness","title/tt0022430","Lucien Hubbard","05-1932","name/nm0399203","Lucien Hubbard","Best Writing, Original Story"
"Best Writing, Original Story",NA,"What Price Hollywood?","title/tt0023686","Adela Rogers St. Johns, Jane Murfin","05-1932","name/nm0820700","Adela Rogers St. Johns","Best Writing, Original Story"
"Best Writing, Original Story",NA,"What Price Hollywood?","title/tt0023686","Adela Rogers St. Johns, Jane Murfin","05-1932","name/nm0613848","Jane Murfin","Best Writing, Original Story"
"Best Actor in a Leading Role","Winner","Charles Laughton","name/nm0001452","The Private Life of Henry VIII","06-1934","title/tt0024473","The Private Life of Henry VIII","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Leslie Howard","name/nm0001366","Berkeley Square","06-1934","title/tt0023794","Berkeley Square","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Paul Muni","name/nm0612847","I Am a Fugitive from a Chain Gang","06-1934","title/tt0023042","I Am a Fugitive from a Chain Gang","Best Actor in a Leading Role"
"Best Actress in a Leading Role","Winner","Katharine Hepburn","name/nm0000031","Morning Glory","06-1934","title/tt0024353","Morning Glory","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Diana Wynyard","name/nm0944087","Cavalcade","06-1934","title/tt0023876","Cavalcade","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"May Robson","name/nm0733480","Lady for a Day","06-1934","title/tt0024240","Lady for a Day","Best Actress in a Leading Role"
"Best Art Direction","Winner","Cavalcade","title/tt0023876","William S. Darling","06-1934","name/nm0201419","William S. Darling","Best Art Direction"
"Best Art Direction",NA,"A Farewell to Arms","title/tt0022879","Hans Dreier, Roland Anderson","06-1934","name/nm0237417","Hans Dreier","Best Art Direction"
"Best Art Direction",NA,"A Farewell to Arms","title/tt0022879","Hans Dreier, Roland Anderson","06-1934","name/nm0027380","Roland Anderson","Best Art Direction"
"Best Art Direction",NA,"When Ladies Meet","title/tt0024763","Cedric Gibbons","06-1934","name/nm0316539","Cedric Gibbons","Best Art Direction"
"Best Assistant Director","Winner",NA,"name/nm0059106","","06-1934",NA,NA,NA
"Best Assistant Director","Winner",NA,"name/nm0233648","","06-1934",NA,NA,NA
"Best Assistant Director","Winner",NA,"name/nm0823315","","06-1934",NA,NA,NA
"Best Assistant Director","Winner",NA,"name/nm0288995","","06-1934",NA,NA,NA
"Best Assistant Director","Winner",NA,"name/nm0391121","","06-1934",NA,NA,NA
"Best Assistant Director","Winner",NA,"name/nm0063634","","06-1934",NA,NA,NA
"Best Assistant Director","Winner",NA,"name/nm0876537","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0020168","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0414797","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0799185","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0453245","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0789719","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0914112","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0568156","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0241338","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0407503","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0110762","","06-1934",NA,NA,NA
"Best Assistant Director",NA,NA,"name/nm0718614","","06-1934",NA,NA,NA
"Best Cinematography","Winner","A Farewell to Arms","title/tt0022879","Charles Lang","06-1934","name/nm0485702","Charles Lang","Best Cinematography"
"Best Cinematography",NA,"Reunion in Vienna","title/tt0024496","George J. Folsey","06-1934","name/nm0005706","George J. Folsey","Best Cinematography"
"Best Cinematography",NA,"The Sign of the Cross","title/tt0023470","Karl Struss","06-1934","name/nm0835365","Karl Struss","Best Cinematography"
"Best Director","Winner","Frank Lloyd","name/nm0515979","Cavalcade","06-1934","title/tt0023876","Cavalcade","Best Director"
"Best Director",NA,"Frank Capra","name/nm0001008","Lady for a Day","06-1934","title/tt0024240","Lady for a Day","Best Director"
"Best Director",NA,"George Cukor","name/nm0002030","Little Women","06-1934","title/tt0024264","Little Women","Best Director"
"Best Picture","Winner","Cavalcade","title/tt0023876","","06-1934",NA,NA,NA
"Best Picture",NA,"42nd Street","title/tt0024034","","06-1934",NA,NA,NA
"Best Picture",NA,"A Farewell to Arms","title/tt0022879","","06-1934",NA,NA,NA
"Best Picture",NA,"I Am a Fugitive from a Chain Gang","title/tt0023042","","06-1934",NA,NA,NA
"Best Picture",NA,"Lady for a Day","title/tt0024240","","06-1934",NA,NA,NA
"Best Picture",NA,"Little Women","title/tt0024264","","06-1934",NA,NA,NA
"Best Picture",NA,"She Done Him Wrong","title/tt0024548","","06-1934",NA,NA,NA
"Best Picture",NA,"Smilin' Through","title/tt0023488","","06-1934",NA,NA,NA
"Best Picture",NA,"State Fair","title/tt0024610","","06-1934",NA,NA,NA
"Best Picture",NA,"The Private Life of Henry VIII","title/tt0024473","","06-1934",NA,NA,NA
"Best Short Subject, Cartoons","Winner","Three Little Pigs","title/tt0024660","Walt Disney","06-1934","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons","Winner","Three Little Pigs","title/tt0024660","Walt Disney","06-1934","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"Building a Building","title/tt0023854","Walt Disney","06-1934","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"Building a Building","title/tt0023854","Walt Disney","06-1934","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"The Merry Old Soul","title/tt0142655","Walter Lantz","06-1934","name/nm0487237","Walter Lantz","Best Short Subject, Cartoons"
"Best Short Subject, Comedy","Winner","So This Is Harris","title/tt0024580","Lou Brock","06-1934","name/nm0110607","Lou Brock","Best Short Subject, Comedy"
"Best Short Subject, Comedy","Winner","So This Is Harris","title/tt0024580","Lou Brock","06-1934","name/nm0110607","Lou Brock","Best Short Subject, Comedy"
"Best Short Subject, Comedy",NA,"A Preferred List","title/tt0024467","Lou Brock","06-1934","name/nm0110607","Lou Brock","Best Short Subject, Comedy"
"Best Short Subject, Comedy",NA,"A Preferred List","title/tt0024467","Lou Brock","06-1934","name/nm0110607","Lou Brock","Best Short Subject, Comedy"
"Best Short Subject, Comedy",NA,"Mister Mugg","title/tt0024342","Warren Doane","06-1934","name/nm0229553","Warren Doane","Best Short Subject, Comedy"
